"COURSE_IDNUMBER","COURSE_SHORTNAME","COURSE_FULLNAME","COURSE_SUMMARY","COURSE_TAGS","COURSE_VISIBLE","COURSE_THUMBNAIL","COURSE_CATEGORYIDNUMBER","COURSE_CATEGORYNAME","EXTERNAL_NAME","EXTERNAL_INTRO","EXTERNAL_CONTENT","EXTERNAL_MARKCOMPLETEEXTERNALLY"
"https://xapi.percipio.com/xapi/course/8b797074-d739-457a-90be-ca3b769f1ddb","Project 2022 (Online Desktop Client): Illustrating reports in Project 2022 (8b797074-d739-457a-90be-ca3b769f1ddb)","Project 2022 (Online Desktop Client): Illustrating reports in Project 2022","Language: English(United States)<br/>Type: Course<br/>Reports often help stakeholders who aren't directly involved in projects to understand their progress. It's time-consuming and difficult to analyze large amounts of textual data. Therefore, reports that contain colorful charts, graphs, and pictures are much easier to interpret. In your reports, you can use shapes to create diagrams or draw attention to certain areas. Discover how to insert, move and change the appearance of shapes in your reports. To further enhance your report appearance, see how to insert and edit images. To add more information to your report, explore how to insert links to a website, file, or email address. And if the linked information changes, see how to edit the link or remove it. This course has been recorded in a Project Online Desktop Client environment.<br/>Last Updated: 2 days ago<br/>","Course|English(United States)|Microsoft Office|Productivity & Collaboration Tools|Project","1","https://cdn2.percipio.com/public/b/818076a1-ff22-472e-bc13-715299fe52d9/image001/modality/image001.jpg?width=400","68a1dda0-e248-11e6-93f3-0242c0a80605_en-US","Project [English(United States)]","Project 2022 (Online Desktop Client): Illustrating reports in Project 2022","Language: English(United States)<br/>Type: Course<br/>Reports often help stakeholders who aren't directly involved in projects to understand their progress. It's time-consuming and difficult to analyze large amounts of textual data. Therefore, reports that contain colorful charts, graphs, and pictures are much easier to interpret. In your reports, you can use shapes to create diagrams or draw attention to certain areas. Discover how to insert, move and change the appearance of shapes in your reports. To further enhance your report appearance, see how to insert and edit images. To add more information to your report, explore how to insert links to a website, file, or email address. And if the linked information changes, see how to edit the link or remove it. This course has been recorded in a Project Online Desktop Client environment.<br/>Last Updated: 2 days ago<br/>","<a href=""https://share.percipio.com/cd/BHZr5_YBA4kvG"" target=""_blank""><img src=""https://cdn2.percipio.com/public/b/818076a1-ff22-472e-bc13-715299fe52d9/image001/modality/image001.jpg?width=400"" alt=""Illustrating reports in Project 2022"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Course<br/><br/>Reports often help stakeholders who aren't directly involved in projects to understand their progress. It's time-consuming and difficult to analyze large amounts of textual data. Therefore, reports that contain colorful charts, graphs, and pictures are much easier to interpret. In your reports, you can use shapes to create diagrams or draw attention to certain areas. Discover how to insert, move and change the appearance of shapes in your reports. To further enhance your report appearance, see how to insert and edit images. To add more information to your report, explore how to insert links to a website, file, or email address. And if the linked information changes, see how to edit the link or remove it. This course has been recorded in a Project Online Desktop Client environment.<br/><br/>Last Updated: 2 days ago<br/><a href=""https://share.percipio.com/cd/BHZr5_YBA4kvG"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/course/8d55fb5c-e08c-4323-b832-76d8677e1a14","Product Owner: Core Competencies (8d55fb5c-e08c-4323-b832-76d8677e1a14)","Product Owner: Core Competencies","Language: English(United States)<br/>Type: Course<br/>The product owner is one of the key accountabilities in Scrum yet is one of the most misunderstood and sometimes undervalued Scrum project roles. In this course, learn about the product owner, including their core responsibilities and stances, key relationships and collaboration skills for the role's performance, and how they build relationships with customers and stakeholders to deliver project value. Next, examine the collective product ownership of the product owner and the scrum team and effective scrum team structures. Finally, discover techniques for managing team collaboration and dependencies and fostering productive relationships with the scrum master and scrum team. Upon completion, you'll be able to recognize the core product owner competencies, including key responsibilities, effective team management techniques, and essential collaboration styles.<br/>Last Updated: 8 days ago<br/>","Course|English(United States)|Scrum|Software Craft|Software Dev Practices","1","https://cdn2.percipio.com/public/c/course/images/saved/8d55fb5c-e08c-4323-b832-76d8677e1a14/b2911efc-eb94-4450-a81f-b6ad9f8ebb47/modality/b2911efc-eb94-4450-a81f-b6ad9f8ebb47.jpg?width=400","312b4ca1-0e60-11e7-92d8-37e13b311be2_en-US","Scrum [English(United States)]","Product Owner: Core Competencies","Language: English(United States)<br/>Type: Course<br/>The product owner is one of the key accountabilities in Scrum yet is one of the most misunderstood and sometimes undervalued Scrum project roles. In this course, learn about the product owner, including their core responsibilities and stances, key relationships and collaboration skills for the role's performance, and how they build relationships with customers and stakeholders to deliver project value. Next, examine the collective product ownership of the product owner and the scrum team and effective scrum team structures. Finally, discover techniques for managing team collaboration and dependencies and fostering productive relationships with the scrum master and scrum team. Upon completion, you'll be able to recognize the core product owner competencies, including key responsibilities, effective team management techniques, and essential collaboration styles.<br/>Last Updated: 8 days ago<br/>","<a href=""https://share.percipio.com/cd/ACIEipJ9O9SYO"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/course/images/saved/8d55fb5c-e08c-4323-b832-76d8677e1a14/b2911efc-eb94-4450-a81f-b6ad9f8ebb47/modality/b2911efc-eb94-4450-a81f-b6ad9f8ebb47.jpg?width=400"" alt=""Product Owner: Core Competencies"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Course<br/><br/>The product owner is one of the key accountabilities in Scrum yet is one of the most misunderstood and sometimes undervalued Scrum project roles. In this course, learn about the product owner, including their core responsibilities and stances, key relationships and collaboration skills for the role's performance, and how they build relationships with customers and stakeholders to deliver project value. Next, examine the collective product ownership of the product owner and the scrum team and effective scrum team structures. Finally, discover techniques for managing team collaboration and dependencies and fostering productive relationships with the scrum master and scrum team. Upon completion, you'll be able to recognize the core product owner competencies, including key responsibilities, effective team management techniques, and essential collaboration styles.<br/><br/>Last Updated: 8 days ago<br/><a href=""https://share.percipio.com/cd/ACIEipJ9O9SYO"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/lc/92ee0a13-24c3-4f8e-9ebf-5641b63da58d","The Power of Persuasion (92ee0a13-24c3-4f8e-9ebf-5641b63da58d)","The Power of Persuasion","Language: English(United States)<br/>Type: Audiobook<br/>The power of persuasion and storytelling is driven by our shared humanity and human connection to each other and the world around us. Storytelling leads the power to persuade others, professionally or personally, and innovative thinking creates a world of opportunity for how storytelling drives our actions. We explore this topic deeper on this episode of The Edge with Neal Foard, President of the Passion Logic Project and master storyteller who has leveraged the art of the story throughout his career in advertising and his fame as a TikTok influencer. Together, Neal and host Michelle Boockoff-Bajdek chat about the power of persuasion, and the most effective way to persuade through storytelling. Please note that this course material includes content gathered from external websites which may fall outside your company network. Please consult with your IT department policies with respect to any restrictions in viewing content from external websites.<br/>Last Updated: 2 days ago<br/>","Audiobook|English(United States)|Podcast Episode Menu|Skillsoft’s The Edge Podcast|The Edge: A Skillsoft Podcast","1","https://cdn2.percipio.com/public/c/linked-content/images/saved/92ee0a13-24c3-4f8e-9ebf-5641b63da58d/b9dd136f-d692-4e26-9583-2666ab0a279b/modality/b9dd136f-d692-4e26-9583-2666ab0a279b.jpg?width=400","bdd52102-617d-40a5-98cf-9e945bdb6975_en-US","The Edge: A Skillsoft Podcast [English(United States)]","The Power of Persuasion","Language: English(United States)<br/>Type: Audiobook<br/>The power of persuasion and storytelling is driven by our shared humanity and human connection to each other and the world around us. Storytelling leads the power to persuade others, professionally or personally, and innovative thinking creates a world of opportunity for how storytelling drives our actions. We explore this topic deeper on this episode of The Edge with Neal Foard, President of the Passion Logic Project and master storyteller who has leveraged the art of the story throughout his career in advertising and his fame as a TikTok influencer. Together, Neal and host Michelle Boockoff-Bajdek chat about the power of persuasion, and the most effective way to persuade through storytelling. Please note that this course material includes content gathered from external websites which may fall outside your company network. Please consult with your IT department policies with respect to any restrictions in viewing content from external websites.<br/>Last Updated: 2 days ago<br/>","<a href=""https://share.percipio.com/cd/AqKIcsffwRrZw"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/linked-content/images/saved/92ee0a13-24c3-4f8e-9ebf-5641b63da58d/b9dd136f-d692-4e26-9583-2666ab0a279b/modality/b9dd136f-d692-4e26-9583-2666ab0a279b.jpg?width=400"" alt=""The Power of Persuasion"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Audiobook<br/><br/>The power of persuasion and storytelling is driven by our shared humanity and human connection to each other and the world around us. Storytelling leads the power to persuade others, professionally or personally, and innovative thinking creates a world of opportunity for how storytelling drives our actions. We explore this topic deeper on this episode of The Edge with Neal Foard, President of the Passion Logic Project and master storyteller who has leveraged the art of the story throughout his career in advertising and his fame as a TikTok influencer. Together, Neal and host Michelle Boockoff-Bajdek chat about the power of persuasion, and the most effective way to persuade through storytelling. Please note that this course material includes content gathered from external websites which may fall outside your company network. Please consult with your IT department policies with respect to any restrictions in viewing content from external websites.<br/><br/>Last Updated: 2 days ago<br/><a href=""https://share.percipio.com/cd/AqKIcsffwRrZw"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/course/9347162c-75a6-4dbb-aa42-db8aeb9d5215","AWS Solutions Architect Associate 2022: Managing EC2 Instances (9347162c-75a6-4dbb-aa42-db8aeb9d5215)","AWS Solutions Architect Associate 2022: Managing EC2 Instances","Language: English(United States)<br/>Type: Course<br/>Whether deployed manually or provisioned automatically in the background for managed services, EC2 instances are the compute workhorse in AWS. EC2 instances can be deployed and managed for Windows and Linux using a variety of tools and can be temporarily stopped during instance hibernation. In this course, discover how to deploy Linux and Windows EC2 instances using the console, the CLI, and PowerShell. Next, learn how to remotely manage Windows using Remote Desktop Protocol (RDP) and Linux using SSH. Finally, practice managing EC2 instance hibernation mode and monitoring instance performance. This course can be used to prepare for the AWS Certified Solutions Architect - Associate (SAA-C03) exam.<br/>Last Updated: 3 days ago<br/>","Course|English(United States)|Amazon Web Services (AWS) Architecture|Cloud Platforms|Cloud Services","1","https://cdn2.percipio.com/public/c/course/images/saved/9347162c-75a6-4dbb-aa42-db8aeb9d5215/f229505e-fd5d-4898-8288-190a16217554/modality/f229505e-fd5d-4898-8288-190a16217554.jpg?width=400","e0bd5fb0-e196-11e6-93f3-0242c0a80605_en-US","Amazon Web Services (AWS) Architecture [English(United States)]","AWS Solutions Architect Associate 2022: Managing EC2 Instances","Language: English(United States)<br/>Type: Course<br/>Whether deployed manually or provisioned automatically in the background for managed services, EC2 instances are the compute workhorse in AWS. EC2 instances can be deployed and managed for Windows and Linux using a variety of tools and can be temporarily stopped during instance hibernation. In this course, discover how to deploy Linux and Windows EC2 instances using the console, the CLI, and PowerShell. Next, learn how to remotely manage Windows using Remote Desktop Protocol (RDP) and Linux using SSH. Finally, practice managing EC2 instance hibernation mode and monitoring instance performance. This course can be used to prepare for the AWS Certified Solutions Architect - Associate (SAA-C03) exam.<br/>Last Updated: 3 days ago<br/>","<a href=""https://share.percipio.com/cd/qi0gPLco-dA13"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/course/images/saved/9347162c-75a6-4dbb-aa42-db8aeb9d5215/f229505e-fd5d-4898-8288-190a16217554/modality/f229505e-fd5d-4898-8288-190a16217554.jpg?width=400"" alt=""AWS Solutions Architect Associate 2022: Managing EC2 Instances"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Course<br/><br/>Whether deployed manually or provisioned automatically in the background for managed services, EC2 instances are the compute workhorse in AWS. EC2 instances can be deployed and managed for Windows and Linux using a variety of tools and can be temporarily stopped during instance hibernation. In this course, discover how to deploy Linux and Windows EC2 instances using the console, the CLI, and PowerShell. Next, learn how to remotely manage Windows using Remote Desktop Protocol (RDP) and Linux using SSH. Finally, practice managing EC2 instance hibernation mode and monitoring instance performance. This course can be used to prepare for the AWS Certified Solutions Architect - Associate (SAA-C03) exam.<br/><br/>Last Updated: 3 days ago<br/><a href=""https://share.percipio.com/cd/qi0gPLco-dA13"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/assessment/98ce3040-aa6a-43c4-9c37-5e8206707f3e","Business Continuity (98ce3040-aa6a-43c4-9c37-5e8206707f3e)","Business Continuity","Language: English(United States)<br/>Type: Skill BenchMark<br/>Learn how to apply business continuity best practices in your organization to lead your team through unexpected business disruptions such as office or building closures, epidemic or pandemic awareness, cyber-attacks, natural disasters, or supply chain interruptions. Apply these business continuity best practices through business continuity planning (BCP) to plan and lead your team with optimized virtual collaboration, resiliency, perseverance, and techniques for adapting to change. You'll also learn how to develop and implement a plan that will address issues that go beyond the plan itself.<br/>Last Updated: 2 days ago<br/>","Skill BenchMark|English(United States)|Business Continuity|Business Strategy|Management","1","https://cdn2.percipio.com/public/c/public/images/skill-benchmark-image/modality/skill-benchmark-image.jpg?width=400","","","Business Continuity","Language: English(United States)<br/>Type: Skill BenchMark<br/>Learn how to apply business continuity best practices in your organization to lead your team through unexpected business disruptions such as office or building closures, epidemic or pandemic awareness, cyber-attacks, natural disasters, or supply chain interruptions. Apply these business continuity best practices through business continuity planning (BCP) to plan and lead your team with optimized virtual collaboration, resiliency, perseverance, and techniques for adapting to change. You'll also learn how to develop and implement a plan that will address issues that go beyond the plan itself.<br/>Last Updated: 2 days ago<br/>","<a href=""https://share.percipio.com/cd/sa5-crYhCqZZx"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/public/images/skill-benchmark-image/modality/skill-benchmark-image.jpg?width=400"" alt=""Business Continuity"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Skill BenchMark<br/><br/>Learn how to apply business continuity best practices in your organization to lead your team through unexpected business disruptions such as office or building closures, epidemic or pandemic awareness, cyber-attacks, natural disasters, or supply chain interruptions. Apply these business continuity best practices through business continuity planning (BCP) to plan and lead your team with optimized virtual collaboration, resiliency, perseverance, and techniques for adapting to change. You'll also learn how to develop and implement a plan that will address issues that go beyond the plan itself.<br/><br/>Last Updated: 2 days ago<br/><a href=""https://share.percipio.com/cd/sa5-crYhCqZZx"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/assessment/a622362b-8850-4336-8be2-8238c14bd340","Excel 2019: Data Visualization with Excel Competency (a622362b-8850-4336-8be2-8238c14bd340)","Excel 2019: Data Visualization with Excel Competency","Language: English(United States)<br/>Type: Skill BenchMark<br/>The Data Visualization with Excel Competency benchmark will measure your ability to recall, relate, and demonstrate how to apply underlying data visualization concepts and techniques in Excel. You will be evaluated on your ability to recognize the concepts of data visualization and Excel techniques and functions for various types of charts and graphs. A learner who scores high on this benchmark demonstrates that they have the required data visualization skills to understand and apply visualization techniques in projects using Excel.<br/>Last Updated: 2 hours ago<br/>","Skill BenchMark|English(United States)|Data|Data Visualization & Reporting|Data Visualization Core Concepts","1","https://cdn2.percipio.com/public/c/public/images/skill-benchmark-image/modality/skill-benchmark-image.jpg?width=400","","","Excel 2019: Data Visualization with Excel Competency","Language: English(United States)<br/>Type: Skill BenchMark<br/>The Data Visualization with Excel Competency benchmark will measure your ability to recall, relate, and demonstrate how to apply underlying data visualization concepts and techniques in Excel. You will be evaluated on your ability to recognize the concepts of data visualization and Excel techniques and functions for various types of charts and graphs. A learner who scores high on this benchmark demonstrates that they have the required data visualization skills to understand and apply visualization techniques in projects using Excel.<br/>Last Updated: 2 hours ago<br/>","<a href=""https://share.percipio.com/cd/BnEeBvsaMgkjK"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/public/images/skill-benchmark-image/modality/skill-benchmark-image.jpg?width=400"" alt=""Data Visualization with Excel Competency"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Skill BenchMark<br/><br/>The Data Visualization with Excel Competency benchmark will measure your ability to recall, relate, and demonstrate how to apply underlying data visualization concepts and techniques in Excel. You will be evaluated on your ability to recognize the concepts of data visualization and Excel techniques and functions for various types of charts and graphs. A learner who scores high on this benchmark demonstrates that they have the required data visualization skills to understand and apply visualization techniques in projects using Excel.<br/><br/>Last Updated: 2 hours ago<br/><a href=""https://share.percipio.com/cd/BnEeBvsaMgkjK"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/book/ab7895ef-f877-499d-9231-cee7d69b2a0c","Mastering TensorFlow 2.x: Implement Powerful Neural Nets across Structured, Unstructured datasets and Time Series Data (ab7895ef-f877-499d-9231-cee7d69b2a0c)","Mastering TensorFlow 2.x: Implement Powerful Neural Nets across Structured, Unstructured datasets and Time Series Data","Language: English(United States)<br/>Type: Book<br/>By: Rajdeep Dua<br/>Copyright: BPB Publications (c) 2022<br/>ISBN: 9789391392222<br/>Mastering TensorFlow 2.x is a must to read and practice if you are interested in building various kinds of neural networks with high level TensorFlow and Keras APIs. The book begins with the basics of TensorFlow and neural network concepts, and goes into specific topics like image classification, object detection, time series forecasting and Generative Adversarial Networks.<br/>Last Updated: 6 days ago<br/>","Book|English(United States)|Artificial Intelligence (AI)|Data|Data Architectures","1","https://cdn2.percipio.com/public/c/books/159122/cover-images/dd611a5c-c69a-44cf-9060-c8515864c4ba/modality/dd611a5c-c69a-44cf-9060-c8515864c4ba.jpg?width=400","b30e6050-b5a3-11e7-9235-e7f6f925afa4_en-US","Artificial Intelligence (AI) [English(United States)]","Mastering TensorFlow 2.x: Implement Powerful Neural Nets across Structured, Unstructured datasets and Time Series Data","Language: English(United States)<br/>Type: Book<br/>By: Rajdeep Dua<br/>Copyright: BPB Publications (c) 2022<br/>ISBN: 9789391392222<br/>Mastering TensorFlow 2.x is a must to read and practice if you are interested in building various kinds of neural networks with high level TensorFlow and Keras APIs. The book begins with the basics of TensorFlow and neural network concepts, and goes into specific topics like image classification, object detection, time series forecasting and Generative Adversarial Networks.<br/>Last Updated: 6 days ago<br/>","<a href=""https://share.percipio.com/cd/CngPPNx6kZNRM"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/159122/cover-images/dd611a5c-c69a-44cf-9060-c8515864c4ba/modality/dd611a5c-c69a-44cf-9060-c8515864c4ba.jpg?width=400"" alt=""Mastering TensorFlow 2.x: Implement Powerful Neural Nets across Structured, Unstructured datasets and Time Series Data"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book<br/>By: Rajdeep Dua<br/>Copyright: BPB Publications (c) 2022<br/>ISBN: 9789391392222<br/><br/>Mastering TensorFlow 2.x is a must to read and practice if you are interested in building various kinds of neural networks with high level TensorFlow and Keras APIs. The book begins with the basics of TensorFlow and neural network concepts, and goes into specific topics like image classification, object detection, time series forecasting and Generative Adversarial Networks.<br/><br/>Last Updated: 6 days ago<br/><a href=""https://share.percipio.com/cd/CngPPNx6kZNRM"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/book/ad52cd1b-6810-48e2-bcba-167a9feb9b88","The Future of Workplace Fear: How Human Reflex Stands in the Way of Digital Transformation (ad52cd1b-6810-48e2-bcba-167a9feb9b88)","The Future of Workplace Fear: How Human Reflex Stands in the Way of Digital Transformation","Language: English(United States)<br/>Type: Book<br/>By: Steve Prentice<br/>Copyright: Apress (c) 2022<br/>ISBN: 9781484281000<br/>This book will demonstrate to managers and employees alike the various types of fear that can occur in the workplace in the context of digital transformation, how these fears can impact productivity, team dynamics, and corporate health, and most importantly, how to overcome them.<br/>Last Updated: 7 days ago<br/>","Book|English(United States)|2020 Case Studies|Future of Work|Perspectives","1","https://images.books24x7.com/coverimages/159579.png?width=400","94465189-c3ee-4235-9dc0-1b5ff8beffbc_en-US","Future of Work [English(United States)]","The Future of Workplace Fear: How Human Reflex Stands in the Way of Digital Transformation","Language: English(United States)<br/>Type: Book<br/>By: Steve Prentice<br/>Copyright: Apress (c) 2022<br/>ISBN: 9781484281000<br/>This book will demonstrate to managers and employees alike the various types of fear that can occur in the workplace in the context of digital transformation, how these fears can impact productivity, team dynamics, and corporate health, and most importantly, how to overcome them.<br/>Last Updated: 7 days ago<br/>","<a href=""https://share.percipio.com/cd/GGUpo8Zw2X-S"" target=""_blank""><img src=""https://images.books24x7.com/coverimages/159579.png?width=400"" alt=""The Future of Workplace Fear: How Human Reflex Stands in the Way of Digital Transformation"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book<br/>By: Steve Prentice<br/>Copyright: Apress (c) 2022<br/>ISBN: 9781484281000<br/><br/>This book will demonstrate to managers and employees alike the various types of fear that can occur in the workplace in the context of digital transformation, how these fears can impact productivity, team dynamics, and corporate health, and most importantly, how to overcome them.<br/><br/>Last Updated: 7 days ago<br/><a href=""https://share.percipio.com/cd/GGUpo8Zw2X-S"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/course/ae43c7e4-820e-4955-bc6f-a9e0c70e5716","Microsoft Security: Compliance, Information Protection, & Governance (ae43c7e4-820e-4955-bc6f-a9e0c70e5716)","Microsoft Security: Compliance, Information Protection, & Governance","Language: English(United States)<br/>Type: Course<br/>In today's data-driven, service-oriented enterprise environment due diligence and due care must be taken by security professionals to enforce privacy initiatives and data loss prevention of intellectual property and personal data. This course will examine several related Microsoft security solutions. Explore Service Trust Portal, Microsoft's privacy principles, compliance center, and compliance manager. Discover use cases for data classification, sensitivity labels, content and activity explorer, and retention polices, labels, and records. Finally, explore tools for data loss prevention and use cases Azure Resource Locks, Azure Blueprints, and Azure Policy. This is one of a collection of courses that fully prepare the learner for the SC-900 Microsoft Security, Compliance, and Identity Fundamentals certification exam.<br/>Last Updated: 21 hours ago<br/>","Course|English(United States)|Information Security|Security|Security Core Concepts","1","https://cdn2.percipio.com/public/b/9ab76f12-5526-4db1-94f5-6aada21d2b24/image001/modality/image001.jpg?width=400","51f5c3d0-e254-11e6-93f3-0242c0a80605_en-US","Security Core Concepts [English(United States)]","Microsoft Security: Compliance, Information Protection, & Governance","Language: English(United States)<br/>Type: Course<br/>In today's data-driven, service-oriented enterprise environment due diligence and due care must be taken by security professionals to enforce privacy initiatives and data loss prevention of intellectual property and personal data. This course will examine several related Microsoft security solutions. Explore Service Trust Portal, Microsoft's privacy principles, compliance center, and compliance manager. Discover use cases for data classification, sensitivity labels, content and activity explorer, and retention polices, labels, and records. Finally, explore tools for data loss prevention and use cases Azure Resource Locks, Azure Blueprints, and Azure Policy. This is one of a collection of courses that fully prepare the learner for the SC-900 Microsoft Security, Compliance, and Identity Fundamentals certification exam.<br/>Last Updated: 21 hours ago<br/>","<a href=""https://share.percipio.com/cd/9WJHg-slhy_ig"" target=""_blank""><img src=""https://cdn2.percipio.com/public/b/9ab76f12-5526-4db1-94f5-6aada21d2b24/image001/modality/image001.jpg?width=400"" alt=""Microsoft Security: Compliance, Information Protection, & Governance"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Course<br/><br/>In today's data-driven, service-oriented enterprise environment due diligence and due care must be taken by security professionals to enforce privacy initiatives and data loss prevention of intellectual property and personal data. This course will examine several related Microsoft security solutions. Explore Service Trust Portal, Microsoft's privacy principles, compliance center, and compliance manager. Discover use cases for data classification, sensitivity labels, content and activity explorer, and retention polices, labels, and records. Finally, explore tools for data loss prevention and use cases Azure Resource Locks, Azure Blueprints, and Azure Policy. This is one of a collection of courses that fully prepare the learner for the SC-900 Microsoft Security, Compliance, and Identity Fundamentals certification exam.<br/><br/>Last Updated: 21 hours ago<br/><a href=""https://share.percipio.com/cd/9WJHg-slhy_ig"" target=""_blank"">Launch</a><br/>","1"
"https://xapi.percipio.com/xapi/lc/b0eda120-cc30-4619-a85e-c2a3dff9e364","ECMAscript 2021: Get into Programming with JavaScript Bootcamp (b0eda120-cc30-4619-a85e-c2a3dff9e364)","ECMAscript 2021: Get into Programming with JavaScript Bootcamp","Language: English(United States)<br/>Type: Lab<br/>Welcome to the Get into Programming With JavaScript Bootcamp Sandbox In this lab, you will have access to a live programming environment to practice your programming skills. No need to install or configure anything, we have done it all for you! See below for a complete list of the software you can work with in this lab. HTML, CSS and JavaScript are the client-side languages used to build websites. Installed Software node: Node.js (v14) Node modules: chai: Assertion library jest: Test framework jsdom: JavaScript DOM implementation mocha: Test framework rewire: Access private functions sinon: Spy, stub and mock library Default Software python3: Python 3 python: Python 2 pip3: Pip 3 pip: Pip 2 nodejs: Node.js npm: Node.js git: Git vim: Vim editor Standard Python libraries Python 3 libraries: beautifulsoup4 selenium<br/>Last Updated: 4 months ago<br/>","Lab|English(United States)|Get Into Programming Bootcamp|JavaScript with ECMAScript 2015+ Bootcamp|Programming|Programming Languages|Skillsoft Bootcamps|Software Developer Bootcamps","1","https://cdn2.percipio.com/public/c/public/images/lab/modality/lab.jpg?width=400","57c85b1c-4650-457b-bb6d-da2171c520ea_en-US","Get Into Programming Bootcamp [English(United States)]","ECMAscript 2021: Get into Programming with JavaScript Bootcamp","Language: English(United States)<br/>Type: Lab<br/>Welcome to the Get into Programming With JavaScript Bootcamp Sandbox In this lab, you will have access to a live programming environment to practice your programming skills. No need to install or configure anything, we have done it all for you! See below for a complete list of the software you can work with in this lab. HTML, CSS and JavaScript are the client-side languages used to build websites. Installed Software node: Node.js (v14) Node modules: chai: Assertion library jest: Test framework jsdom: JavaScript DOM implementation mocha: Test framework rewire: Access private functions sinon: Spy, stub and mock library Default Software python3: Python 3 python: Python 2 pip3: Pip 3 pip: Pip 2 nodejs: Node.js npm: Node.js git: Git vim: Vim editor Standard Python libraries Python 3 libraries: beautifulsoup4 selenium<br/>Last Updated: 4 months ago<br/>","<a href=""https://share.percipio.com/cd/9BzM_HZHZzEp"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/public/images/lab/modality/lab.jpg?width=400"" alt=""Get into Programming with JavaScript Bootcamp"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Lab<br/><br/>Welcome to the Get into Programming With JavaScript Bootcamp Sandbox In this lab, you will have access to a live programming environment to practice your programming skills. No need to install or configure anything, we have done it all for you! See below for a complete list of the software you can work with in this lab. HTML, CSS and JavaScript are the client-side languages used to build websites. Installed Software node: Node.js (v14) Node modules: chai: Assertion library jest: Test framework jsdom: JavaScript DOM implementation mocha: Test framework rewire: Access private functions sinon: Spy, stub and mock library Default Software python3: Python 3 python: Python 2 pip3: Pip 3 pip: Pip 2 nodejs: Node.js npm: Node.js git: Git vim: Vim editor Standard Python libraries Python 3 libraries: beautifulsoup4 selenium<br/><br/>Last Updated: 4 months ago<br/><a href=""https://share.percipio.com/cd/9BzM_HZHZzEp"" target=""_blank"">Launch</a><br/>","1"
