COURSE_IDNUMBER,COURSE_SHORTNAME,COURSE_FULLNAME,COURSE_SUMMARY,COURSE_TAGS,COURSE_VISIBLE,COURSE_THUMBNAIL,COURSE_CATEGORYIDNUMBER,COURSE_CATEGORYNAME,EXTERNAL_NAME,EXTERNAL_INTRO,EXTERNAL_CONTENT,EXTERNAL_MARKCOMPLETEEXTERNALLY
https://xapi.percipio.com/xapi/book/16bdea7c-86a6-4281-83f8-c7def070bd89,"Collaboration: How Leaders Avoid the Traps, Build Common Ground, and Reap Big Results (16bdea7c-86a6-4281-83f8-c7def070bd89)","Collaboration: How Leaders Avoid the Traps, Build Common Ground, and Reap Big Results","Language: English(United States)<br/>Type: Book Summary<br/>By: Morten T. Hansen<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781422115152<br/>In Collaboration, author Morten T. Hansen draws on his widespread exploration into the art of collaboration to present a book that will transform the manner in which you approach collaboration. In this Review, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/125783/cover-images/5efc2607-e110-4a4a-900f-7ed4ea07ec1b/modality/5efc2607-e110-4a4a-900f-7ed4ea07ec1b.jpg?width=400,,,"Collaboration: How Leaders Avoid the Traps, Build Common Ground, and Reap Big Results","Language: English(United States)<br/>Type: Book Summary<br/>By: Morten T. Hansen<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781422115152<br/>In Collaboration, author Morten T. Hansen draws on his widespread exploration into the art of collaboration to present a book that will transform the manner in which you approach collaboration. In this Review, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/U4RNTzGHq3rq"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/125783/cover-images/5efc2607-e110-4a4a-900f-7ed4ea07ec1b/modality/5efc2607-e110-4a4a-900f-7ed4ea07ec1b.jpg?width=400"" alt=""Collaboration: How Leaders Avoid the Traps, Build Common Ground, and Reap Big Results"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Morten T. Hansen<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781422115152<br/><br/>In Collaboration, author Morten T. Hansen draws on his widespread exploration into the art of collaboration to present a book that will transform the manner in which you approach collaboration. In this Review, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/U4RNTzGHq3rq"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/19239d9a-b0a8-4a4f-ae76-d5721db3b92e,"The EQ Leader: Instilling Passion, Creating Shared Goals, and Building Meaningful Organizations Through Emotional Intelligence (19239d9a-b0a8-4a4f-ae76-d5721db3b92e)","The EQ Leader: Instilling Passion, Creating Shared Goals, and Building Meaningful Organizations Through Emotional Intelligence","Language: English(United States)<br/>Type: Book Summary<br/>By: Steven J. Stein<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781119349006<br/>In The EQ Leader, author Steven J. Stein explores the significance of emotional intelligence in effective leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/148976/cover-images/fa48c126-a054-4dcf-a6bd-7ec9b17653eb/modality/fa48c126-a054-4dcf-a6bd-7ec9b17653eb.jpg?width=400,,,"The EQ Leader: Instilling Passion, Creating Shared Goals, and Building Meaningful Organizations Through Emotional Intelligence","Language: English(United States)<br/>Type: Book Summary<br/>By: Steven J. Stein<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781119349006<br/>In The EQ Leader, author Steven J. Stein explores the significance of emotional intelligence in effective leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/oSxhNgpV87ZJ"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/148976/cover-images/fa48c126-a054-4dcf-a6bd-7ec9b17653eb/modality/fa48c126-a054-4dcf-a6bd-7ec9b17653eb.jpg?width=400"" alt=""The EQ Leader: Instilling Passion, Creating Shared Goals, and Building Meaningful Organizations Through Emotional Intelligence"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Steven J. Stein<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781119349006<br/><br/>In The EQ Leader, author Steven J. Stein explores the significance of emotional intelligence in effective leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/oSxhNgpV87ZJ"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/24b1c0a7-6659-4a13-a7ac-28d95896ed4c,Start with Why: How Great Leaders Inspire Everyone to Take Action (24b1c0a7-6659-4a13-a7ac-28d95896ed4c),Start with Why: How Great Leaders Inspire Everyone to Take Action,"Language: English(United States)<br/>Type: Book Summary<br/>By: Simon Sinek<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781591846444<br/>If you find that your career doesn’t provide fulfillment, it may be because your work culture has lost sight of WHY it exists. In Start with WHY, Simon Sinek opens readers’ eyes to the intrinsic motivations of companies. In this Review, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/125654/cover-images/2eecd1d7-312d-4880-9343-807554f006ed/modality/2eecd1d7-312d-4880-9343-807554f006ed.jpg?width=400,,,Start with Why: How Great Leaders Inspire Everyone to Take Action,"Language: English(United States)<br/>Type: Book Summary<br/>By: Simon Sinek<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781591846444<br/>If you find that your career doesn’t provide fulfillment, it may be because your work culture has lost sight of WHY it exists. In Start with WHY, Simon Sinek opens readers’ eyes to the intrinsic motivations of companies. In this Review, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/bvIN21y2Vc-"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/125654/cover-images/2eecd1d7-312d-4880-9343-807554f006ed/modality/2eecd1d7-312d-4880-9343-807554f006ed.jpg?width=400"" alt=""Start with Why: How Great Leaders Inspire Everyone to Take Action "" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Simon Sinek<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781591846444<br/><br/>If you find that your career doesn’t provide fulfillment, it may be because your work culture has lost sight of WHY it exists. In Start with WHY, Simon Sinek opens readers’ eyes to the intrinsic motivations of companies. In this Review, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/bvIN21y2Vc-"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/2f1ca1bf-a26e-4b91-9e5e-13a77738a30b,Emotional Intelligence at Work (2f1ca1bf-a26e-4b91-9e5e-13a77738a30b),Emotional Intelligence at Work,"Language: English(United States)<br/>Type: Book Summary<br/>By: Hendrie Weisinger<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9780787909529<br/>Emotional Intelligence at Work explores the advantages of developing greater self-awareness and recognition of behavioral traits aimed at mastering the emotions so you can communicate effectively with others. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/148988/cover-images/b9209ef8-5c48-40ed-9f93-187cf03f68b2/modality/b9209ef8-5c48-40ed-9f93-187cf03f68b2.jpg?width=400,,,Emotional Intelligence at Work,"Language: English(United States)<br/>Type: Book Summary<br/>By: Hendrie Weisinger<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9780787909529<br/>Emotional Intelligence at Work explores the advantages of developing greater self-awareness and recognition of behavioral traits aimed at mastering the emotions so you can communicate effectively with others. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/GsGm6chE-wLQ"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/148988/cover-images/b9209ef8-5c48-40ed-9f93-187cf03f68b2/modality/b9209ef8-5c48-40ed-9f93-187cf03f68b2.jpg?width=400"" alt=""Emotional Intelligence at Work"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Hendrie Weisinger<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9780787909529<br/><br/>Emotional Intelligence at Work explores the advantages of developing greater self-awareness and recognition of behavioral traits aimed at mastering the emotions so you can communicate effectively with others. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/GsGm6chE-wLQ"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/38568080-c553-11e7-9233-92959924aa1c,The Secret of Teams: What Great Teams Know and Do (38568080-c553-11e7-9233-92959924aa1c),The Secret of Teams: What Great Teams Know and Do,"Language: English(United States)<br/>Type: Book Summary<br/>By: Mark Miller<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781609940935<br/>The Secret of Teams examines how to transform ineffective team management into positive, impactful leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/128089/cover-images/c68344ae-45ac-434c-84d9-93c7df093dbe/modality/c68344ae-45ac-434c-84d9-93c7df093dbe.jpg?width=400,,,The Secret of Teams: What Great Teams Know and Do,"Language: English(United States)<br/>Type: Book Summary<br/>By: Mark Miller<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781609940935<br/>The Secret of Teams examines how to transform ineffective team management into positive, impactful leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/1teLmMjdVwaD"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/128089/cover-images/c68344ae-45ac-434c-84d9-93c7df093dbe/modality/c68344ae-45ac-434c-84d9-93c7df093dbe.jpg?width=400"" alt=""The Secret of Teams: What Great Teams Know and Do"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Mark Miller<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781609940935<br/><br/>The Secret of Teams examines how to transform ineffective team management into positive, impactful leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/1teLmMjdVwaD"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/3bf15a80-c553-11e7-9233-92959924aa1c,Kiss That Frog! 12 Great Ways to Turn Negatives into Positives in Your Life and Work (3bf15a80-c553-11e7-9233-92959924aa1c),Kiss That Frog! 12 Great Ways to Turn Negatives into Positives in Your Life and Work,"Language: English(United States)<br/>Type: Book Summary<br/>By: Brian Tracy, Christina Tracy Stein<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781609942809<br/>Kiss That Frog! engagingly presents important practices to build a long-lasting, affirmative frame of mind. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/128345/cover-images/fc27e024-4df0-4aac-b079-0eb0266d0fe5/modality/fc27e024-4df0-4aac-b079-0eb0266d0fe5.jpg?width=400,,,Kiss That Frog! 12 Great Ways to Turn Negatives into Positives in Your Life and Work,"Language: English(United States)<br/>Type: Book Summary<br/>By: Brian Tracy, Christina Tracy Stein<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781609942809<br/>Kiss That Frog! engagingly presents important practices to build a long-lasting, affirmative frame of mind. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/HxKybmjgs0yY"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/128345/cover-images/fc27e024-4df0-4aac-b079-0eb0266d0fe5/modality/fc27e024-4df0-4aac-b079-0eb0266d0fe5.jpg?width=400"" alt=""Kiss That Frog! 12 Great Ways to Turn Negatives into Positives in Your Life and Work"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Brian Tracy, Christina Tracy Stein<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781609942809<br/><br/>Kiss That Frog! engagingly presents important practices to build a long-lasting, affirmative frame of mind. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/HxKybmjgs0yY"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/3cd944b7-3899-4b9a-9fd3-6273470d9d62,Lukaszewski on Crisis Communication:What Your CEO Needs to Know About Reputation Risk and Crisis Management (3cd944b7-3899-4b9a-9fd3-6273470d9d62),Lukaszewski on Crisis Communication:What Your CEO Needs to Know About Reputation Risk and Crisis Management,"Language: English(United States)<br/>Type: Book Summary<br/>By: James E. Lukaszewski<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781931332668<br/>Lukaszewski on Crisis Communication provides an understanding of the importance of communication in times of crisis and tips to help you understand, plan for, and manage all forms of crises. In this Review, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/127885/cover-images/64bda437-b3a7-4c71-85e6-35210157c823/modality/64bda437-b3a7-4c71-85e6-35210157c823.jpg?width=400,,,Lukaszewski on Crisis Communication:What Your CEO Needs to Know About Reputation Risk and Crisis Management,"Language: English(United States)<br/>Type: Book Summary<br/>By: James E. Lukaszewski<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781931332668<br/>Lukaszewski on Crisis Communication provides an understanding of the importance of communication in times of crisis and tips to help you understand, plan for, and manage all forms of crises. In this Review, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/4CdDuoRBs1lf"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/127885/cover-images/64bda437-b3a7-4c71-85e6-35210157c823/modality/64bda437-b3a7-4c71-85e6-35210157c823.jpg?width=400"" alt=""Lukaszewski on Crisis Communication:What Your CEO Needs to Know About Reputation Risk and Crisis Management"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: James E. Lukaszewski<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781931332668<br/><br/>Lukaszewski on Crisis Communication provides an understanding of the importance of communication in times of crisis and tips to help you understand, plan for, and manage all forms of crises. In this Review, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/4CdDuoRBs1lf"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/3e0cc0d2-f49f-45c3-b380-386297ef6076,Lead Your Boss: The Subtle Art of Managing Up (3e0cc0d2-f49f-45c3-b380-386297ef6076),Lead Your Boss: The Subtle Art of Managing Up,"Language: English(United States)<br/>Type: Book Summary<br/>By: John Baldoni<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9780814415054<br/>Lead Your Boss provides concrete strategies to enable those in the middle to be heard by and influence their bosses, and encourage those in power to act on their ideas. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/117800/cover-images/288426fa-503e-4958-8bb8-2cf4445aa7e3/modality/288426fa-503e-4958-8bb8-2cf4445aa7e3.jpg?width=400,,,Lead Your Boss: The Subtle Art of Managing Up,"Language: English(United States)<br/>Type: Book Summary<br/>By: John Baldoni<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9780814415054<br/>Lead Your Boss provides concrete strategies to enable those in the middle to be heard by and influence their bosses, and encourage those in power to act on their ideas. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/J7CDOfOutJTW"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/117800/cover-images/288426fa-503e-4958-8bb8-2cf4445aa7e3/modality/288426fa-503e-4958-8bb8-2cf4445aa7e3.jpg?width=400"" alt=""Lead Your Boss: The Subtle Art of Managing Up"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: John Baldoni<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9780814415054<br/><br/>Lead Your Boss provides concrete strategies to enable those in the middle to be heard by and influence their bosses, and encourage those in power to act on their ideas. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/J7CDOfOutJTW"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/426d0e3d-8170-49de-ab6a-ab4024fa576a,Leading the Life You Want: Skills for Integrating Work and Life (426d0e3d-8170-49de-ab6a-ab4024fa576a),Leading the Life You Want: Skills for Integrating Work and Life,"Language: English(United States)<br/>Type: Book Summary<br/>By: Stewart D. Friedman<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781422189412<br/>In Leading the Life You Want, author Stewart D. Friedman explores how to navigate the tumultuous modern-day era, where the ability to lead a balanced, harmonious life is proving increasingly difficult. In this Review, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/145322/cover-images/d6c2444d-0dba-4a95-ab96-6cc917572782/modality/d6c2444d-0dba-4a95-ab96-6cc917572782.jpg?width=400,,,Leading the Life You Want: Skills for Integrating Work and Life,"Language: English(United States)<br/>Type: Book Summary<br/>By: Stewart D. Friedman<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781422189412<br/>In Leading the Life You Want, author Stewart D. Friedman explores how to navigate the tumultuous modern-day era, where the ability to lead a balanced, harmonious life is proving increasingly difficult. In this Review, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/C4GgqzmpFljm"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/145322/cover-images/d6c2444d-0dba-4a95-ab96-6cc917572782/modality/d6c2444d-0dba-4a95-ab96-6cc917572782.jpg?width=400"" alt=""Leading the Life You Want: Skills for Integrating Work and Life"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Stewart D. Friedman<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781422189412<br/><br/>In Leading the Life You Want, author Stewart D. Friedman explores how to navigate the tumultuous modern-day era, where the ability to lead a balanced, harmonious life is proving increasingly difficult. In this Review, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/C4GgqzmpFljm"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/4fd5a2a3-1b34-4d50-89c5-d01704c9e7db,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy (4fd5a2a3-1b34-4d50-89c5-d01704c9e7db)","The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy","Language: English(United States)<br/>Type: Book Summary<br/>By: Jon Gordon<br/>Copyright: Skillsoft (c) 2018<br/>ISBN: 9780470100288<br/>The Energy Bus illustrates ten simple rules to help you cultivate positive energy in your personal and professional life and share it with those around you. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/137966/cover-images/b3722e28-c534-47ad-8482-7f1bc9af3b68/modality/b3722e28-c534-47ad-8482-7f1bc9af3b68.jpg?width=400,,,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy","Language: English(United States)<br/>Type: Book Summary<br/>By: Jon Gordon<br/>Copyright: Skillsoft (c) 2018<br/>ISBN: 9780470100288<br/>The Energy Bus illustrates ten simple rules to help you cultivate positive energy in your personal and professional life and share it with those around you. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/JuJ9J-UtwFqs"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/137966/cover-images/b3722e28-c534-47ad-8482-7f1bc9af3b68/modality/b3722e28-c534-47ad-8482-7f1bc9af3b68.jpg?width=400"" alt=""The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Jon Gordon<br/>Copyright: Skillsoft (c) 2018<br/>ISBN: 9780470100288<br/><br/>The Energy Bus illustrates ten simple rules to help you cultivate positive energy in your personal and professional life and share it with those around you. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/JuJ9J-UtwFqs"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/530bcdd5-e9da-42ad-9a2d-fb1b39d33ac1,The Power of Positive Leadership: How and Why Positive Leaders Transform Teams and Organizations and Change the World (530bcdd5-e9da-42ad-9a2d-fb1b39d33ac1),The Power of Positive Leadership: How and Why Positive Leaders Transform Teams and Organizations and Change the World,"Language: English(United States)<br/>Type: Book Summary<br/>By: Jon Gordon<br/>Copyright: Skillsoft (c) 2019<br/>ISBN: 9781119351979<br/>In The Power of Positive Leadership, author Jon Gordon explores the role of constructive thinking as it relates to leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/144797/cover-images/10ce91d1-02ac-441d-93ca-420dc5dc3b49/modality/10ce91d1-02ac-441d-93ca-420dc5dc3b49.jpg?width=400,,,The Power of Positive Leadership: How and Why Positive Leaders Transform Teams and Organizations and Change the World,"Language: English(United States)<br/>Type: Book Summary<br/>By: Jon Gordon<br/>Copyright: Skillsoft (c) 2019<br/>ISBN: 9781119351979<br/>In The Power of Positive Leadership, author Jon Gordon explores the role of constructive thinking as it relates to leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/n_HJNjiU5tYi"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/144797/cover-images/10ce91d1-02ac-441d-93ca-420dc5dc3b49/modality/10ce91d1-02ac-441d-93ca-420dc5dc3b49.jpg?width=400"" alt=""The Power of Positive Leadership: How and Why Positive Leaders Transform Teams and Organizations and Change the World"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Jon Gordon<br/>Copyright: Skillsoft (c) 2019<br/>ISBN: 9781119351979<br/><br/>In The Power of Positive Leadership, author Jon Gordon explores the role of constructive thinking as it relates to leadership. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/n_HJNjiU5tYi"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/5c4e424e-2226-4991-9968-6a8897d2ffff,"The Workplace Engagement Solution: Find a Common Mission, Vision, and Purpose With All of Today's Employees (5c4e424e-2226-4991-9968-6a8897d2ffff)","The Workplace Engagement Solution: Find a Common Mission, Vision, and Purpose With All of Today's Employees","Language: English(United States)<br/>Type: Book Summary<br/>By: David Harder<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781632650993<br/>The Workplace Engagement Solution reveals how to cultivate a caring culture that ultimately fosters engagement at work. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/146772/cover-images/b21fda4b-f464-4917-970e-3150dfa8f14d/modality/b21fda4b-f464-4917-970e-3150dfa8f14d.jpg?width=400,,,"The Workplace Engagement Solution: Find a Common Mission, Vision, and Purpose With All of Today's Employees","Language: English(United States)<br/>Type: Book Summary<br/>By: David Harder<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781632650993<br/>The Workplace Engagement Solution reveals how to cultivate a caring culture that ultimately fosters engagement at work. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/WcxubZFjTyiX"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/146772/cover-images/b21fda4b-f464-4917-970e-3150dfa8f14d/modality/b21fda4b-f464-4917-970e-3150dfa8f14d.jpg?width=400"" alt=""The Workplace Engagement Solution: Find a Common Mission, Vision, and Purpose With All of Today's Employees"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: David Harder<br/>Copyright: Skillsoft (c) 2020<br/>ISBN: 9781632650993<br/><br/>The Workplace Engagement Solution reveals how to cultivate a caring culture that ultimately fosters engagement at work. In this Summary, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/WcxubZFjTyiX"" target=""_blank"">Launch</a><br/>",1
https://xapi.percipio.com/xapi/book/65033d59-7d7a-4209-9334-c3026b0f3ba5,Breaking the Fear Barrier: How Fear Destroys Companies From The Inside Out and What To Do About It (65033d59-7d7a-4209-9334-c3026b0f3ba5),Breaking the Fear Barrier: How Fear Destroys Companies From The Inside Out and What To Do About It,"Language: English(United States)<br/>Type: Book Summary<br/>By: Tom Rieger<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781595620545<br/>Breaking the Fear Barrier shows leaders how to act proactively to tear down the counterproductive and destructive obstacles that fear can cause, and to put in their place a culture of courage. In this Review, we discuss the salient points of the book based on our interpretation of its contents.",Book Summary|English(United States)|Aspire Journeys for Business Skills|Business Skills,1,https://cdn2.percipio.com/public/c/books/120078/cover-images/5913e023-3690-4426-9c39-23f8610950f5/modality/5913e023-3690-4426-9c39-23f8610950f5.jpg?width=400,,,Breaking the Fear Barrier: How Fear Destroys Companies From The Inside Out and What To Do About It,"Language: English(United States)<br/>Type: Book Summary<br/>By: Tom Rieger<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781595620545<br/>Breaking the Fear Barrier shows leaders how to act proactively to tear down the counterproductive and destructive obstacles that fear can cause, and to put in their place a culture of courage. In this Review, we discuss the salient points of the book based on our interpretation of its contents.","<a href=""https://share.percipio.com/cd/mFNVgCGvtLRr"" target=""_blank""><img src=""https://cdn2.percipio.com/public/c/books/120078/cover-images/5913e023-3690-4426-9c39-23f8610950f5/modality/5913e023-3690-4426-9c39-23f8610950f5.jpg?width=400"" alt=""Breaking the Fear Barrier: How Fear Destroys Companies From The Inside Out and What To Do About It"" class=""img-responsive""></a><br/><br/>Language: English(United States)<br/>Type: Book Summary<br/>By: Tom Rieger<br/>Copyright: Skillsoft (c) 2017<br/>ISBN: 9781595620545<br/><br/>Breaking the Fear Barrier shows leaders how to act proactively to tear down the counterproductive and destructive obstacles that fear can cause, and to put in their place a culture of courage. In this Review, we discuss the salient points of the book based on our interpretation of its contents.<br/><a href=""https://share.percipio.com/cd/mFNVgCGvtLRr"" target=""_blank"">Launch</a><br/>",1
